gönder app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208237,2025-07-27,0,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208243,2025-07-27,0,0.0,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,"SFT_34631_5406,undefined",2025-07-27,0,0.0,0.0,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_200452,2025-07-27,0,0.0,0.0,0.0847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_204147,2025-07-27,0,0.0,0.0,0.8719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_204432,2025-07-27,0,0.0,0.0,0.0472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206948,2025-07-27,0,0.0,0.0,1.5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207460,2025-07-27,0,0.0,0.0,0.3951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207475,2025-07-27,0,0.0,0.0,1.1533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207793,2025-07-27,0,0.0,0.0,0.4784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207908,2025-07-27,0,0.0,0.0,0.2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208117,2025-07-27,0,0.0,0.0,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208312,2025-07-27,0,0.0,0.0,0.1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-07-27,0,0.0,0.0,43.8516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-28,65,3.0,189.0,121.6578,0.2893,0.3224,0.3383,0.3439,0.3502,0.3511,0.359,0.3921,0.4297,0.4367,0.4372,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-28,55,2.0,106.0,68.3716,0.4216,0.4775,0.4923,0.4987,0.5031,0.5071,0.5095,0.5095,0.5487,0.5865,0.6405,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208146,2025-07-28,44,2.5,97.5,57.7232,0.3538,0.3983,0.4861,0.5141,0.538,0.5439,0.5856,0.6102,0.726,0.7341,0.7615,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208110,2025-07-28,36,3.0,102.0,21.02,0.2129,0.2427,0.2521,0.261,0.2853,0.2969,0.3025,0.3025,0.3328,0.3444,0.347,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,OTlwSkZrSHNEcm01,2025-07-28,29,2.0,54.0,4.2556,0.1979,0.2245,0.2341,0.3075,0.3128,0.3163,0.3163,0.3171,0.3851,0.4559,0.5878,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208098,2025-07-28,19,3.0,51.0,13.0406,0.2568,0.272,0.3935,0.3935,0.3935,0.419,0.419,0.419,0.4198,0.429,0.4563,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207675,2025-07-28,19,3.0,51.0,54.4954,0.9908,1.0666,1.1298,1.1299,1.1317,1.1386,1.1971,1.1971,1.2014,1.2014,1.2024,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208146,2025-07-28,18,3.0,51.0,48.214,0.4197,0.491,0.6808,0.6943,0.7067,0.7107,0.7247,0.7264,0.7345,0.7363,0.7366,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207675,2025-07-28,16,3.0,48.0,16.4109,0.2523,0.2724,0.2726,0.2909,0.2985,0.2985,0.3212,0.3212,0.3411,0.3432,0.3485,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208165,2025-07-28,15,2.5,37.5,19.0392,0.3675,0.3983,0.4047,0.4169,0.4305,0.4305,0.4305,0.4305,0.7949,0.9476,1.1851,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-07-28,14,2.0,24.0,23.6566,0.3277,0.4246,0.5,0.5409,0.6384,0.6447,0.6663,0.6813,0.731,0.7939,0.8057,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207632,2025-07-28,12,2.5,30.0,6.2738,0.1782,0.1963,0.244,0.244,0.2452,0.2461,0.2461,0.2461,0.2495,0.2495,0.2495,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205841,2025-07-28,11,2.5,27.5,7.5294,0.2352,0.4295,0.4344,0.4527,0.4614,0.5541,0.6247,0.6825,0.9373,0.9785,1.025,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207555,2025-07-28,10,3.0,30.0,21.0758,0.9699,1.0904,1.4756,1.5096,1.5331,1.5485,1.5485,1.5485,1.568,1.568,1.568,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208110,2025-07-28,10,3.0,27.0,25.6544,0.259,0.2626,0.4241,0.4241,0.4254,0.4421,0.4422,0.4465,0.6126,1.0138,1.0138,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208110,2025-07-28,9,2.5,17.5,6.9981,0.3535,0.362,0.362,0.362,0.3655,0.3655,0.367,0.367,0.3671,0.3671,0.3671,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207632,2025-07-28,8,3.0,21.0,2.4227,0.1151,0.1248,0.1248,0.1248,0.1387,0.1387,0.1481,0.1486,0.1601,0.1601,0.1602,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208231,2025-07-28,8,3.0,18.0,7.544,0.1248,0.1319,0.1406,0.1427,0.1427,0.1427,0.1446,0.1446,0.1446,0.1446,0.1446,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_201946,2025-07-28,7,2.5,17.5,9.1183,0.5761,0.6267,0.6322,0.6457,0.6457,0.6733,0.6804,0.6866,0.6937,0.6937,0.6937,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-28,7,2.0,14.0,5.8258,0.2244,0.2804,0.3726,0.4429,0.4438,0.4896,0.4967,0.5439,0.6058,0.662,0.716,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207608,2025-07-28,5,2.5,12.5,4.9261,0.2876,0.2909,0.2909,0.2993,0.3026,0.3026,0.3026,0.3255,0.3406,0.3574,0.3692,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_205841,2025-07-28,5,2.5,10.0,4.4493,0.2324,0.2324,0.2324,0.2324,0.2324,0.2324,0.2324,0.2325,0.2327,0.2469,0.2469,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208164,2025-07-28,5,2.5,10.0,6.3738,0.5016,0.5057,0.5057,0.5173,0.5173,0.5173,0.5173,0.5345,0.6138,0.6138,0.6138,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208231,2025-07-28,5,3.0,12.0,13.7549,0.5958,0.5976,0.6204,0.6204,0.6204,0.6204,0.6204,0.6204,0.6204,0.6204,0.6204,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207555,2025-07-28,4,2.5,7.5,1.2021,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.1617,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207793,2025-07-28,4,2.5,10.0,2.4575,0.2459,0.2461,0.2461,0.2461,0.2461,0.2461,0.2461,0.2461,0.2461,0.2461,0.2461,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207608,2025-07-28,4,2.5,10.0,4.3233,0.3108,0.3147,0.3147,0.3147,0.3147,0.3147,0.3147,0.3147,0.8592,0.8592,0.8592,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208163,2025-07-28,4,2.5,10.0,6.4412,0.2241,0.2241,0.2241,0.2834,0.2834,0.2834,0.2834,0.2834,0.2834,0.3251,0.4966,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-07-28,4,2.0,8.0,7.203,0.1601,0.1635,0.1636,0.1636,0.1636,0.1637,0.1637,0.1637,0.1639,0.1639,0.1639,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208179,2025-07-28,4,3.0,12.0,1.927,0.5359,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_,2025-07-28,4,3.0,12.0,8.0853,0.4802,0.7418,0.7418,0.7418,0.7418,0.7418,0.7418,0.7418,0.7418,0.7418,0.7418,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205907,2025-07-28,3,2.5,7.5,0.7739,0.0511,0.0511,0.0511,0.2882,0.346,0.3903,0.3903,0.3903,0.501,0.501,0.501,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206948,2025-07-28,3,2.5,7.5,2.2658,0.3033,0.3883,0.4702,0.4868,0.4915,0.5255,0.5255,0.5255,0.5541,0.5541,0.5541,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207364,2025-07-28,3,2.5,7.5,3.6502,0.1764,0.1831,0.1831,0.1831,0.1831,0.1831,0.1831,0.1831,0.1831,0.1831,0.275,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208098,2025-07-28,3,2.5,7.5,0.9475,0.1263,0.1263,0.138,0.1745,0.2652,0.276,0.278,0.278,0.2991,0.2992,0.3595,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_201946,2025-07-28,3,2.5,7.5,1.4546,0.1939,0.2081,0.2081,0.2081,0.2081,0.2081,0.2081,0.2081,0.2081,0.2081,0.2081,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207632,2025-07-28,3,2.5,7.5,0.6728,0.0564,0.0602,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_50098_208234,2025-07-28,3,2.5,7.5,2.193,0.178,0.2193,0.2193,0.2424,0.2424,0.4363,0.6465,0.8074,0.9845,1.1897,1.4123,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207555,2025-07-28,3,3.0,6.0,0.809,0.8484,0.8484,0.8484,0.8484,0.8892,0.8892,0.9342,0.945,0.945,0.945,0.945,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207608,2025-07-28,3,3.0,9.0,0.7155,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0795,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206305,2025-07-28,3,3.0,6.0,0.4983,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.2627,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207632,2025-07-28,3,3.0,9.0,26.0988,0.1085,0.1085,0.1085,0.1085,0.1087,0.1087,0.1087,0.1087,0.1838,0.285,0.285,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208179,2025-07-28,3,3.0,6.0,15.019,0.546,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_203540,2025-07-28,2,2.5,5.0,2.3841,0.4621,0.5236,0.5236,0.5427,0.5427,0.5427,0.5427,0.5427,0.5427,0.5427,0.5427,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204685,2025-07-28,2,2.5,5.0,0.4001,0.0944,0.0944,0.0944,0.0944,0.1912,0.2037,0.2037,0.2037,0.2635,0.2967,0.2967,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206791,2025-07-28,2,2.5,5.0,2.7182,0.3785,0.4164,0.4164,0.4164,0.4284,0.4284,0.4284,0.4284,0.4545,0.4699,0.4699,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207509,2025-07-28,2,2.5,5.0,0.7485,0.1489,0.325,0.389,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.4174,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208243,2025-07-28,2,2.5,5.0,2.7982,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5326,0.5732,0.7235,0.7298,0.7298,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_200540,2025-07-28,2,2.5,5.0,0.0936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_204685,2025-07-28,2,2.5,5.0,1.2383,0.9152,1.3085,1.5605,2.5046,2.7268,2.7605,2.7773,3.1139,3.5037,3.5037,3.5037,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207555,2025-07-28,2,2.5,5.0,0.5311,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208098,2025-07-28,2,2.5,5.0,0.3502,0.07,0.0702,0.0702,0.0702,0.0702,0.0702,0.0702,0.0702,0.0702,0.0702,0.0702,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49378_206305,2025-07-28,2,2.5,2.5,3.0221,0.3061,0.4166,0.545,0.6122,0.6122,0.7062,0.7556,0.8002,0.8432,0.8432,0.8432,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49378_207777,2025-07-28,2,2.5,5.0,0.5726,0.1384,0.1561,0.1946,0.1946,0.2782,0.2891,0.2891,0.2891,0.2891,0.2891,0.2891,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_203540,2025-07-28,2,3.0,6.0,0.3038,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0578,0.0578,0.0578,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205841,2025-07-28,2,3.0,6.0,2.8779,0.7546,0.7546,0.7546,0.829,0.829,0.8484,0.9446,0.9446,1.2967,1.5748,2.2655,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_206948,2025-07-28,2,3.0,6.0,10.0671,0.3116,0.4641,0.5745,0.5745,0.5745,0.5876,0.5882,0.5882,0.5882,0.5882,0.5882,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_201946,2025-07-28,2,3.0,6.0,3.9643,0.6607,0.6607,0.6607,0.6607,0.6607,0.6607,0.6607,0.6607,0.6607,0.6607,1.0971,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_203540,2025-07-28,2,3.0,6.0,0.6353,0.455,0.7339,0.8615,0.9412,0.9416,0.9713,1.0291,1.0291,1.03,1.0305,1.0611,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_204147,2025-07-28,2,3.0,6.0,3.5048,0.6208,0.8019,0.938,0.939,0.939,0.9392,0.9392,0.9392,1.1364,1.3595,1.4037,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205201,2025-07-28,2,3.0,6.0,14.6719,2.4453,2.9429,2.9429,2.9526,2.9526,2.9526,3.0337,3.1066,3.2936,4.7364,4.7364,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206948,2025-07-28,2,3.0,6.0,0.5807,0.1991,0.1991,0.1991,0.1991,0.1991,0.1991,0.225,0.225,0.225,0.225,0.225,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207364,2025-07-28,2,3.0,6.0,1.9484,0.3897,0.447,0.5117,0.5397,0.5536,0.5536,0.5689,0.5689,0.838,0.8491,1.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207608,2025-07-28,2,3.0,3.0,18.0994,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,1.7108,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207983,2025-07-28,2,3.0,6.0,0.0142,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-07-28,1,2.5,2.5,5.2491,1.1218,2.2436,2.697,3.3823,3.5085,3.9042,4.2568,5.5104,6.7992,6.7992,6.7992,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_,2025-07-28,1,2.5,2.5,0.4528,0.2198,0.2198,0.2198,0.3262,0.6102,1.3548,1.3548,2.0232,2.7026,2.7026,2.7026,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_192331,2025-07-28,1,2.5,2.5,0.3835,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.1534,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_201098,2025-07-28,1,2.5,2.5,0.029,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_203571,2025-07-28,1,2.5,2.5,0.0315,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204142,2025-07-28,1,2.5,2.5,0.5157,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.2063,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204147,2025-07-28,1,2.5,2.5,1.0492,0.398,0.4086,0.4086,0.4086,0.4086,0.4086,0.4086,0.4086,0.4086,0.4086,0.4086,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204935,2025-07-28,1,2.5,2.5,0.9112,0.3699,0.5736,0.5942,0.8824,0.8824,0.8824,0.8824,0.8824,0.8824,0.8824,0.8824,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205117,2025-07-28,1,2.5,2.5,0.0684,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.0274,0.2713,0.2775,0.2775,0.2775,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205192,2025-07-28,1,2.5,2.5,1.2006,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.4802,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205429,2025-07-28,1,2.5,2.5,1.0323,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.4129,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206818,2025-07-28,1,2.5,2.5,1.6573,0.6629,0.7248,0.725,0.725,0.725,0.725,0.725,0.797,0.8068,0.8204,0.8204,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207475,2025-07-28,1,2.5,2.5,0.104,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.135,0.135,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207657,2025-07-28,1,2.5,2.5,0.2774,0.111,0.1127,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207675,2025-07-28,1,2.5,2.5,0.6342,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.1446,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207746,2025-07-28,1,2.5,2.5,0.8108,0.0282,0.0282,0.0282,0.0821,0.0821,0.0821,0.0821,0.0821,0.0849,0.0849,0.0849,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208198,2025-07-28,1,2.5,2.5,2.7663,1.1065,1.1065,1.1065,1.1065,1.1065,1.1065,1.1065,1.1065,1.1065,1.4385,1.4385,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_201098,2025-07-28,1,2.5,2.5,0.0635,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0254,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_202378,2025-07-28,1,2.5,2.5,0.6287,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.2515,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_203285,2025-07-28,1,2.5,2.5,0.4986,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0878,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_203540,2025-07-28,1,2.5,2.5,1.9954,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0432,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_206095,2025-07-28,1,2.5,2.5,0.0009,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207364,2025-07-28,1,2.5,2.5,0.9297,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0934,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207397,2025-07-28,1,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207962,2025-07-28,1,2.5,2.5,0.2623,0.1304,0.1304,0.1653,0.2187,0.2187,0.2187,0.2187,0.2187,0.5866,0.6479,0.6479,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208110,2025-07-28,1,2.5,2.5,0.1596,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208231,2025-07-28,1,2.5,2.5,0.2367,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0947,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49378_206814,2025-07-28,1,2.5,2.5,0.075,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49378_207861,2025-07-28,1,2.5,2.5,0.2516,0.1006,0.1403,0.4014,0.4014,0.4014,0.4464,0.4498,0.4778,0.5389,0.5389,0.5389,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49388_300576,2025-07-28,1,2.5,2.5,4.1764,0.7897,1.136,1.501,1.501,1.7574,2.4056,2.5088,2.5975,2.6642,2.6642,2.97,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49788_208005,2025-07-28,1,2.5,2.5,0.0535,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0206,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_,2025-07-28,1,3.0,3.0,3.2211,1.0728,1.953,1.953,1.953,1.953,1.953,1.953,1.953,1.953,1.953,1.953,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205192,2025-07-28,1,3.0,3.0,0.066,0.022,0.0553,0.15,0.2918,0.3083,0.3538,0.4765,0.6329,0.8046,0.8094,0.9404,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_206305,2025-07-28,1,3.0,3.0,0.0439,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_206811,2025-07-28,1,3.0,3.0,4.7506,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,4.0405,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207657,2025-07-28,1,3.0,3.0,1.002,0.334,0.3343,0.3349,0.3349,0.3349,0.3349,0.3349,0.3349,0.3349,0.3349,0.3349,0.0
