app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Frozen Fisher,FrozenFisher_T2_CPA_IOS_APPS,Nzcx,2025-07-05,138,0.0,0.16,21.713,117.3675,136.7888,140.0725,141.6919,143.0381,143.7825,145.2138,145.3444,147.0125,147.5694,148.5731,148.5856
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-15,137,0.0,75.48,119.0966,0.983,1.1048,1.139,1.1556,1.1729,1.1808,1.2091,1.2147,1.3213,1.3326,1.3341,1.3658
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-27,136,0.0,2.23,8.9486,2.228,2.8129,2.9461,3.1924,3.2568,3.3199,3.3199,3.3199,3.3199,3.3199,3.3199,3.3199
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-08,135,0.0,1.94,10.7609,3.4976,3.9644,4.148,4.2193,4.4323,4.4682,4.6515,4.8096,5.0961,5.4792,5.8742,5.8742
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI4,2025-09-01,135,0.0,1.27,3.2988,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539,1.9539
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-16,134,0.0,2.01,9.0487,3.5296,3.9663,4.0128,4.0904,4.104,4.1041,4.1064,4.1146,4.1836,4.1854,4.229,4.2375
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-23,134,0.0,1.62,8.0872,3.7857,3.8978,4.118,4.1578,4.1731,4.2157,4.2298,4.2298,4.3509,4.4552,4.5031,4.5036
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-12,134,0.0,1.23,9.6886,5.6095,6.6007,7.1741,7.5836,7.6576,7.9136,8.7471,8.7749,9.7806,10.0878,10.0878,10.0878
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-23,134,0.0,63.0,102.1791,1.1415,1.242,1.2688,1.2958,1.302,1.322,1.3224,1.3329,1.3409,1.3426,1.344,1.3443
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-29,133,0.0,1.5,8.2835,4.1337,4.6399,4.8198,4.9467,5.0954,5.1498,5.2031,5.2769,5.8469,5.9815,6.0745,6.0757
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-02,133,0.0,2.11,9.0844,3.0771,3.393,3.5845,3.6574,3.7505,3.7654,3.8835,3.9363,4.0393,4.0809,4.1038,4.1038
Color Stone Sort,Colorstone_T3_AND_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-05,132,0.0,1.5,3.7283,1.6332,1.7955,1.9115,1.9231,1.9268,1.9273,1.9506,1.9506,1.9509,1.9554,1.9554,1.9595
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-31,132,0.0,1.32,8.124,4.4812,5.0952,5.5708,5.8567,5.9586,6.0976,6.1353,6.1354,6.3526,6.417,6.5195,6.5283
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NDg1,2025-07-06,130,0.0,2.53,9.1325,2.0403,2.3008,2.3977,2.41,2.4225,2.4755,2.4757,2.4757,2.5155,2.5155,2.5155,2.5176
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-22,129,0.0,3.75,8.1185,1.4515,1.856,2.1423,2.3292,2.4691,2.617,2.6406,2.6542,2.7187,2.7187,2.7187,2.7187
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-20,128,0.0,2.26,7.2948,2.6429,3.0291,3.2292,3.3343,3.3918,3.4559,3.4568,3.4622,3.5575,3.7191,4.2169,4.4504
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-13,128,0.0,2.04,9.604,2.8262,3.3955,3.4458,3.5478,3.5901,3.6022,3.6357,3.6505,3.8948,4.1051,4.1051,4.1051
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-24,128,0.0,64.0,107.3202,1.3679,1.7501,1.7934,1.8184,1.8219,1.8369,1.8572,1.8572,1.8767,1.8946,1.8946,1.8948
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-22,127,0.0,1.98,7.2366,2.9538,3.0416,3.127,3.1435,3.1435,3.222,3.224,3.2452,3.3772,3.4642,3.5002,3.5004
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-18,126,0.0,1.73,9.4732,4.2033,4.3546,4.3728,4.5184,4.5331,4.536,4.5503,4.5688,4.6117,4.8406,4.8451,5.0084
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-28,126,0.0,2.69,9.5066,2.3557,3.2306,3.3746,3.4851,3.6568,3.6568,3.6568,3.6568,3.6568,3.6568,3.6568,3.6568
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-11,126,0.0,55.83,37.8488,0.3009,0.3859,0.4469,0.4961,0.5188,0.5329,0.5469,0.5548,0.6317,0.6764,0.7063,0.712
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-15,125,0.0,1.91,10.7195,3.1992,3.711,3.8451,3.9639,4.1552,4.1917,4.2404,4.2404,4.3493,4.3502,4.3502,4.3502
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-20,125,0.0,2.23,9.3997,2.3762,2.5437,2.666,2.9357,2.981,3.0244,3.1974,3.2301,3.3787,3.3787,3.3787,3.3787
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-12,125,0.0,62.71,40.7771,0.356,0.4451,0.4828,0.4986,0.5168,0.5325,0.5655,0.5756,0.6415,0.666,0.6861,0.6907
Frozen Fisher,FrozenFisher_T2_CPA_IOS_APPS,Nzcx,2025-07-14,125,0.0,0.16,23.0994,128.3275,140.3612,146.9925,149.62,152.1112,152.4319,153.7469,157.2631,158.7581,159.3,159.6306,160.7981
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-19,123,0.0,99.99,122.3539,0.8241,0.9262,0.9741,0.9951,1.0117,1.0222,1.0294,1.0373,1.0753,1.1237,1.1717,1.173
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-30,122,0.0,1.33,6.8973,3.8905,4.4593,4.7032,4.7265,4.7577,4.7657,4.7884,4.9318,5.214,5.2405,5.2751,5.2751
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-18,122,0.0,38.88,58.3731,1.2181,1.3374,1.3648,1.3861,1.3949,1.4014,1.4081,1.4137,1.4992,1.5063,1.5096,1.5098
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-16,122,0.0,59.17,92.0839,1.0614,1.2887,1.3117,1.3298,1.335,1.3575,1.3602,1.3762,1.4076,1.4139,1.4225,1.433
Frozen Fisher,FrozenFisher_T2_CPA_IOS_APPS,Nzcx,2025-07-06,122,0.0,0.72,21.3296,22.6443,25.6963,26.9681,27.659,27.7789,27.7789,27.7938,27.7938,27.8356,27.8356,27.8356,27.8356
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-26,120,0.0,2.11,5.3938,2.0101,2.4001,2.5969,2.6145,2.6399,2.6939,2.7373,2.7377,2.7859,2.7975,2.8308,2.8735
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-04,120,0.0,1.78,7.6166,3.1342,3.5571,3.7162,3.8333,3.8934,3.9044,3.942,3.9577,4.2987,4.4355,4.452,4.452
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-17,119,0.0,2.27,9.1832,2.6409,3.1123,3.1953,3.3445,3.4143,3.4865,3.5068,3.5176,3.7979,3.8389,3.8389,3.8389
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-30,119,0.0,3.24,9.7439,1.853,1.9236,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915,2.0915
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-17,118,0.0,27.18,38.802,0.5843,0.7621,0.8357,0.8822,0.9109,0.9374,0.9627,0.9972,1.1349,1.224,1.3051,1.3154
Color Stone Sort,Colorstone_T3_AND_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-06,117,0.0,1.64,2.8419,1.1815,1.2738,1.3366,1.3367,1.3459,1.3524,1.3524,1.3524,1.4484,1.4759,1.4764,1.4792
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-20,117,0.0,24.73,32.8374,1.0815,1.1553,1.1731,1.1765,1.1785,1.1871,1.1895,1.2732,1.3075,1.3408,1.354,1.3763
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-26,116,0.0,2.67,7.2426,1.5682,1.8033,1.9311,2.0614,2.0744,2.0852,2.16,2.16,2.16,2.16,2.16,2.16
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-11,116,0.0,10.88,66.8183,5.1883,6.3357,6.8326,7.2809,7.4575,7.6998,7.8924,8.2818,8.8562,9.0656,9.4124,9.5902
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-22,116,0.0,72.49,82.2668,0.6746,0.7618,0.7839,0.8018,0.8051,0.8113,0.8116,0.8148,0.8178,0.8241,0.8241,0.8268
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-21,115,0.0,2.07,7.6686,2.4072,2.6416,2.859,2.889,2.9082,2.9173,2.9316,2.9565,3.0877,3.1075,3.1453,3.1454
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-09,115,0.0,2.4,10.3775,2.7659,3.0648,3.1139,3.1383,3.2039,3.2042,3.2436,3.2604,3.3225,3.3854,3.3855,3.3855
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-10,115,0.0,1.97,8.2696,2.7849,3.4624,3.6144,3.8472,3.8976,3.9152,4.0429,4.0763,4.2608,4.2865,4.2919,4.2919
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-11,115,0.0,2.18,10.1495,3.4037,3.8367,4.0079,4.1536,4.2994,4.4111,4.4299,4.4629,4.5346,4.5994,4.5994,4.5994
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-05,115,0.0,46.47,23.7111,0.3152,0.4278,0.4671,0.5037,0.5177,0.5371,0.5579,0.5826,0.6394,0.6428,0.6466,0.6467
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-18,114,0.0,2.78,9.4261,1.8313,2.0677,2.1768,2.2329,2.287,2.3803,2.4168,2.44,2.5804,2.5804,2.5804,2.5804
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-29,114,0.0,3.19,11.8928,2.1584,2.4322,2.561,2.6609,2.6609,2.6609,2.6609,2.6609,2.6609,2.6609,2.6609,2.6609
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-19,112,0.0,1.47,7.9204,3.584,4.1326,4.3232,4.4644,4.5193,4.5916,4.6035,4.6547,4.7896,4.7896,4.7896,4.7896
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTk5,2025-07-11,112,0.0,1.06,6.1943,2.2998,2.4358,2.4696,2.4898,2.5926,2.5952,2.6176,2.6242,2.6421,2.6421,2.6421,2.647
Color Stone Sort,Colorstone_T3_AND_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-02,111,0.0,0.92,4.1008,2.6301,2.8346,2.8758,2.8867,2.8941,3.0101,3.0511,3.0511,3.0512,3.0512,3.0588,3.0588
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-09-01,111,0.0,1.83,10.4072,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176,3.6176
ColorDonut Sort,ColorDonut_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-29,111,0.0,26.86,14.9723,0.3948,0.4225,0.4375,0.4423,0.4463,0.4506,0.4557,0.4643,0.4932,0.5062,0.5134,0.5142
ColorDonut Sort,ColorDonut_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-27,110,0.0,31.83,16.3117,0.3062,0.3585,0.3635,0.3675,0.3744,0.3764,0.3806,0.3867,0.4235,0.4271,0.4272,0.4279
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-06,110,0.0,47.15,24.4031,0.2924,0.4114,0.5111,0.5704,0.6233,0.6684,0.6891,0.7195,0.8038,0.8271,0.8349,0.8349
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-02,110,0.0,55.36,82.1241,1.0088,1.1883,1.3149,1.3592,1.3817,1.4086,1.4453,1.4601,1.514,1.5277,1.5569,1.5596
ColorDonut Sort,ColorDonut_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-28,108,0.0,30.99,19.3158,0.4511,0.5121,0.5341,0.5949,0.6327,0.6449,0.663,0.6677,0.8068,0.8133,0.8212,0.8234
Color Stone Sort,Colorstone_T3_AND_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-03,107,0.0,0.96,2.509,1.5167,1.7423,1.8378,1.8628,1.9461,1.961,1.961,1.9943,2.021,2.0246,2.0257,2.0257
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-09,107,0.0,1.28,8.2184,5.2955,6.1628,6.3367,6.6023,6.7023,6.7651,6.9418,6.9507,7.0945,7.0953,7.1117,7.1409
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-10,106,0.0,2.15,8.168,2.567,3.1242,3.2321,3.3656,3.4061,3.4602,3.5121,3.5375,3.7455,3.7934,3.8238,3.9859
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-27,106,0.0,1.02,6.4819,4.4206,4.9329,5.2284,5.3825,5.4944,5.5101,5.5341,5.658,6.247,6.559,6.6849,6.9323
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-16,106,0.0,33.46,38.9149,0.9848,1.0648,1.1031,1.1269,1.1449,1.1659,1.2039,1.2056,1.2784,1.2982,1.3752,1.4348
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI4,2025-07-26,106,0.0,1.41,2.0358,1.2967,1.4675,1.4675,1.5055,1.5091,1.5091,1.5128,1.5268,1.5421,1.698,1.6981,1.7053
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-19,106,0.0,25.75,31.0179,0.5049,0.6733,0.7634,0.7903,0.8411,0.8654,0.8825,0.8872,1.0053,1.0416,1.0662,1.0662
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-31,105,0.0,2.43,7.8193,1.9488,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993,2.0993
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-17,104,0.0,1.6,11.6169,5.8672,6.5296,6.5921,6.7335,6.9309,6.9545,7.0808,7.0891,7.2848,7.4838,7.5616,7.5826
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-15,104,0.0,33.05,37.5457,1.1126,1.2876,1.3536,1.4,1.4441,1.4514,1.4591,1.587,1.6135,1.6135,1.6136,1.6172
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI4,2025-07-27,104,0.0,1.13,2.4868,1.9132,2.2277,2.2304,2.2558,2.3072,2.3072,2.3072,2.3151,2.5359,2.5387,2.5421,2.5421
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-03,103,0.0,1.1,6.2361,3.6142,4.1814,4.5736,4.8171,4.9048,5.0882,5.2848,5.3162,6.259,6.7735,6.9748,6.9748
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-17,102,0.0,36.39,41.3427,0.9982,1.2235,1.2788,1.2956,1.3952,1.3967,1.4005,1.4263,1.4637,1.466,1.4706,1.4724
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-10,102,0.0,44.22,88.8289,1.5415,1.7007,1.7938,1.97,2.1527,2.191,2.2274,2.23,2.2655,2.2868,2.2887,2.295
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-28,101,0.0,0.91,8.2563,6.5935,7.0196,7.0209,7.1086,7.1535,7.5615,7.6801,7.7003,7.8991,7.9067,7.9833,7.9885
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-01,101,0.0,0.88,6.445,4.7598,5.902,6.5848,6.7988,6.8847,6.9108,7.077,7.3831,7.7423,7.9316,8.0561,8.0561
ColorDonut Sort,ColorDonut_AND_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-22,100,0.0,28.92,42.9771,1.2129,1.3255,1.3831,1.4046,1.4176,1.4437,1.4671,1.4735,1.4902,1.5122,1.5122,1.5122
ColorDonut Sort,ColorDonut_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-26,100,0.0,34.77,18.9651,0.3626,0.4335,0.4673,0.4913,0.5142,0.5287,0.5353,0.5434,0.5672,0.5985,0.6113,0.6121
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-18,99,0.0,20.5,78.6332,2.5122,2.7812,2.969,3.092,3.2773,3.4275,3.4371,3.4682,3.6413,3.7618,3.8492,3.8862
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-21,99,0.0,19.0,53.3415,1.7616,2.3541,2.4574,2.6807,2.8095,2.8746,2.8839,2.9752,3.0511,3.1875,3.2035,3.2721
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-08-26,99,0.5,44.0,6.8521,0.1243,0.1515,0.1567,0.1662,0.1689,0.1698,0.1706,0.1706,0.1706,0.1706,0.1706,0.1706
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-17,97,0.0,21.5,45.129,1.4411,2.0054,2.1761,2.3123,2.4421,2.6199,2.8297,2.9075,3.2448,3.3878,3.4199,3.446
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-18,97,0.0,32.83,34.1474,0.3987,0.5471,0.6164,0.6433,0.6856,0.7167,0.7873,0.797,0.9042,0.9482,0.9711,0.9711
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-08,97,0.0,43.2,96.1567,1.284,1.5427,1.7314,1.7689,1.8168,1.8203,1.8279,1.9057,2.0564,2.1305,2.1335,2.1467
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-25,96,0.0,58.99,85.9226,0.8543,0.9567,0.9685,0.9891,1.0034,1.0147,1.0193,1.02,1.026,1.026,1.0295,1.0679
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-29,96,0.0,61.49,78.3785,0.8261,0.9651,0.9854,1.0064,1.0256,1.0297,1.0657,1.0672,1.0887,1.0998,1.1013,1.1013
Color Stone Sort,Colorstone_T3_AND_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-17,95,0.0,1.16,2.2687,1.3341,1.411,1.5466,1.5467,1.5566,1.5622,1.5728,1.5728,1.5753,1.5759,1.5778,1.5778
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-14,95,0.0,1.63,7.5429,3.7883,4.4965,4.6515,4.7875,4.8663,4.8748,4.8748,4.8773,4.969,5.1103,5.1987,5.209
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-19,95,0.0,1.35,5.2773,3.1787,3.6822,4.2655,4.3908,4.4338,4.4459,4.4993,4.5244,4.979,5.0962,5.1771,5.2387
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-07-21,95,0.5,42.5,5.4891,0.105,0.1179,0.1211,0.1212,0.1213,0.1221,0.1221,0.1221,0.1221,0.1223,0.1234,0.1234
Frozen Fisher,FrozenFisher_AND_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-27,93,0.0,22.43,31.4848,0.6943,0.9766,1.1509,1.2346,1.2866,1.3068,1.3399,1.3558,1.4814,1.4941,1.5027,1.5055
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-20,92,0.0,21.0,61.7718,1.6199,1.9013,1.9362,1.9742,2.0378,2.0893,2.0934,2.1191,2.2023,2.2876,2.3215,2.322
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-08-23,92,0.5,39.5,6.2252,0.133,0.1482,0.1494,0.152,0.1537,0.1539,0.1539,0.1557,0.1557,0.1557,0.1557,0.1557
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-11,91,0.0,1.05,7.4572,5.1842,5.7425,6.2317,6.3806,6.5034,6.6222,6.663,6.7371,6.9412,7.0558,7.2118,7.2731
Frozen Fisher,FrozenFisher_T2_CPA_IOS_APPS,Nzcx,2025-07-08,91,0.0,0.16,22.6996,112.0194,114.2862,119.2869,122.4944,133.4944,133.4944,134.1956,134.1956,134.3144,134.3144,134.3144,134.3144
Frozen Fisher,FrozenFisher_T2_CPA_IOS_APPS,Nzcx,2025-07-18,90,0.0,0.4,14.3284,28.8215,29.198,29.2528,29.4052,29.7805,29.7862,29.7862,29.8588,29.8588,30.0023,30.0023,30.0023
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-13,89,0.0,15.89,77.5905,3.534,3.996,4.2932,4.4032,4.5072,4.6027,4.662,4.8119,5.3178,5.5116,5.6389,5.7738
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-15,88,0.0,1.39,7.9566,4.0109,4.6796,4.8523,5.0451,5.1214,5.1271,5.1737,5.2261,5.4235,5.4384,5.5817,5.6823
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-08-25,88,0.5,39.0,4.6297,0.0915,0.1006,0.1014,0.1019,0.1019,0.1019,0.1019,0.103,0.103,0.103,0.103,0.103
Frozen Fisher,FrozenFisher_AND_T3_CPA_SRT,ZnRsYllUZHRUWGRh,2025-07-08,88,0.0,2.25,2.5219,0.8059,0.8576,0.8576,0.8576,0.8576,0.8585,0.8597,0.8597,0.8954,0.9033,0.9058,0.9104
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-07-25,86,0.0,0.86,6.0581,4.8033,5.4899,5.7445,5.9617,6.2193,6.3179,6.3445,6.3531,7.1653,7.3434,7.7064,7.894
Color Stone Sort,Colorstone_US_IOS_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-14,86,0.0,28.78,66.0848,1.505,2.2215,2.4464,2.5161,2.5654,2.5917,2.6211,2.6272,2.6786,2.701,2.7095,2.7272
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI4,2025-07-16,86,0.0,1.7,3.6862,1.6511,2.1756,2.2293,2.2293,2.2382,2.2438,2.2438,2.2477,2.2477,2.2477,2.2712,2.2712
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-07-17,85,0.5,37.5,6.0952,0.1287,0.1516,0.1538,0.1549,0.1577,0.161,0.1668,0.167,0.1676,0.169,0.169,0.169
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-26,85,0.0,54.5,66.4644,0.7885,0.9436,1.0042,1.0599,1.0868,1.1018,1.1415,1.1554,1.1759,1.1804,1.1858,1.1885
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-27,85,0.0,45.0,94.0263,1.627,1.9417,2.0327,2.0843,2.1135,2.1557,2.1618,2.1695,2.1755,2.2025,2.2326,2.2611
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-28,85,0.0,77.48,68.3534,0.5061,0.6103,0.6284,0.6404,0.6467,0.6501,0.6518,0.6531,0.6642,0.669,0.6723,0.6723
Frozen Fisher,FrozenFisher_IOS_US_CPA_SCR,OTlwSkZrSHNEcm01,2025-07-31,85,0.0,60.6,55.1419,0.7038,0.8487,0.9111,0.9364,0.9509,0.9571,0.9602,0.9676,0.9683,0.9688,0.9694,0.9694
Color Stone Sort,Colorstone_T3_ZAINID_AND_CPA_SMN,NHk5Z01ONldCUTh5,2025-08-16,84,0.0,3.45,7.9559,0.8259,0.9328,0.9469,0.9593,0.9667,0.9702,0.9702,0.9707,0.9993,0.9996,0.9996,0.9996
ColorJelly Sort,ColorJelly_AND_T2_CPA_TBSDK,NTI4,2025-07-12,84,0.0,0.84,3.5003,3.3921,4.0095,4.2482,4.3087,4.4239,4.455,4.7254,4.7677,4.8069,4.8446,4.8446,4.9293
Frozen Fisher,FrozenFisher_AND_FR_CPI_PTSDK,NTI4,2025-07-15,84,0.5,38.5,7.9285,0.1823,0.1937,0.2012,0.2014,0.2053,0.2053,0.2058,0.2065,0.2067,0.209,0.2107,0.2126
